9.47,7.003,1.79,9.408,-4.342,8.03,-10.99,5.71
8.426,-1.53,4.025,3.87,2.872,12.57,-7.645,0.3313
0.5834,0.1174,5.175,-9.41,-5.068,4.191,-8.784,-5.446
-1.043,-3.237,-5.486,2.318,2.648,-8.426,-4.965,-0.7623
-7.931,0.6787,-9.356,4.904,4.04,-2.203,1.537,2.478
-6.553,-1.921,-8.973,1.308,1.1,9.456,1.976,2.003
0.8986,-3.576,9.947,-8.144,-5.045,-3.111,-6.445,-8.778
-0.4518,-2.967,-3.651,8.429,0.9906,-2.72,2.115,1.114
6.753,-4.545,4.276,-10.48,0.7217,4.652,-10.61,-6.097
2.513,10.2,7.965,3.735,-9.538,6.15,-6.03,5.094
-4.647,-1.348,-7.255,13.55,1.221,-9.664,-2.206,-0.8111
-10.36,0.4885,-11.37,1.568,5.316,8.226,-5.743,9.108
-2.455,-2.127,5.924,-5.766,-3.858,4.294,-8.906,-4.551
-3.245,-5.396,-2.707,7.35,-4.848,-12.97,-4.46,-3.477
0.2437,-0.9958,-5.769,5.171,-3.296,-3.65,-0.1232,-2.158
1.134,-6.401,-3.808,5.916,-5.327,-1.867,-7.733,1.324
4.919,-5.916,-0.7999,-6.17,-3.873,2.944,-6.432,-6.816
-2.941,0.448,-8.016,6.478,1.181,-4.812,-1.474,1.218
4.987,-5.417,7.537,-4.397,-3.276,4.423,-10.44,-5.815
-5.583,-8.078,-8.253,-0.7239,0.7926,-6.485,-1.303,-4.103
3.793,10.83,5.662,6.113,-4.002,8.308,-12.4,4.243
4.528,-5.131,1.981,-6.074,-8.482,3.56,-1.597,-8.082
-11.49,1.637,-10.63,1.698,0.706,9.202,7.919,9.855
-0.9835,-0.4327,-8.661,13.88,-1.507,-8.555,-8.865,3.928
0.3147,-6.964,4.168,-0.343,-3.663,8.315,-2.932,-9.374
-0.7752,-5.241,-8.578,7.895,-2.805,-12.95,-1.394,0.2386
7.311,8.96,3.517,4.622,-3.838,7.443,-4.367,-2.377
-8.118,2.854,-11.49,-1.549,-4.717,1.69,-5.166,1.552
-11.6,1.594,-11.75,0.3543,3.406,7.929,-1.928,10.2
1.607,-1.244,2.128,-9.696,-3.492,1.828,-9.204,-11.89
0.6914,1.443,6.417,-8.49,-1.33,7.756,-10.92,-10.1
-8.623,0.5714,-1.965,7.661,-3.607,-4.489,-5.656,0.4135
-4.318,-7.95,-5.717,6.612,0.05992,-13.45,-1.434,-1.97
4.646,0.7638,1.605,5.274,-6.874,9.12,-5.121,4.583
-0.01928,0.05559,-3.901,6.49,-7.415,-5.29,-3.936,0.9821
-8.651,-2.556,-5.021,4.33,-5.371,-11.68,-4.952,2.543
8.9,7.717,7.419,13.78,-0.9614,8.23,-9.144,1.507
-6.984,1.453,-7.116,-5.58,-4.468,4.614,5.458,7.994
-8.863,0.0945,-9.675,-0.3003,3.199,3.385,6.294,6.733
-8.385,0.1613,-10.74,1.704,2.447,7.531,1.03,3.046
5.043,-7.213,3.737,-5.451,-1.828,3.623,-7.547,-1.691
-8.397,-0.969,-6.037,2.639,0.442,0.1478,2.126,3.243
0.3003,-0.8334,-5.329,1.64,3.039,-10.37,-2.308,-2.693
8.829,3.927,2.731,7.227,-3.461,6.149,-7.11,2.134
-12.75,-4.206,-8.398,1.173,5.282,8.891,-0.1817,4.206
-1.456,-3.112,1.794,-2.081,-5.014,4.58,-5.716,-7.094
-0.3624,1.462,-10.6,6.099,0.3317,-5.961,-2.054,-0.6764
4.921,-3.412,7.942,-3.896,-8.988,5.446,-13.91,-6.185
-10.38,1.263,-11.03,0.2388,-0.503,5.561,1.029,-1.008
6.187,7.64,9.801,-1.706,-7.315,3.149,-6.969,2.976
-6.588,5.557,-9.282,4.402,2.203,1.408,2.622,4.933
0.6973,0.2741,-0.8272,-1.101,-3.11,5.772,-6.958,-8.286
-9.692,0.7731,-4.711,-4.296,-4.024,0.71,6.702,6.178
-3.765,-3.443,-4.883,9.724,0.3459,-8.578,-2.456,2.252
-2.764,-5.288,-4.491,7.183,1.68,-6.087,-1.795,-2.359
6.232,12.21,7.403,4.261,-5.393,12.37,-2.704,6.216
5.584,-6.053,7.613,-4.696,-6.651,0.05138,-11.59,-9.235
5.88,-2.242,3.634,-5.756,-0.02681,8.911,-11.07,-5.632
-1.081,-2.466,7.796,-3.979,-4.858,1.469,-6.682,-5.504
-3.134,6.938,-6.505,0.2343,-5.962,-4.303,0.04521,-5.04
-5.127,5.292,-4.439,2.774,2.654,8.184,2.976,8.828
8.319,6.424,7.106,2.797,-8.336,8.605,-6.625,3.245
-3.322,-0.5566,-18.69,0.5402,-0.4813,5.903,2.832,8.765
0.1221,0.9002,-5.324,5.99,-3.672,-6.85,-9.748,-2.743
9.786,5.651,4.188,7.869,-5.601,8.061,-12.43,-0.2114
3.555,-0.4206,-8.081,2.234,1.213,-6.797,-2.065,6.525
1.753,-4.505,7.145,2.165,-2.603,4.606,-6.249,-3.971
5.339,-5.363,5.187,-4.133,-2.008,3.614,-6.273,-5.734
6.542,3.463,3.293,5.465,-6.959,7.154,-8.121,2.564
12.79,0.6878,-0.4816,5.646,-6.945,8.618,-3.624,8.535
-2.48,-0.5245,-4.052,5.931,1.314,-7.972,-0.1551,0.009099
0.69,-1.975,10.29,-4.128,-5.053,1.701,-10.65,-8.752
-9.966,3.998,-5.031,5.024,6.137,-0.8536,-1.621,4.966
4.211,10.96,1.426,10.27,-4.69,5.471,-13.14,4.69
-11.64,1.78,-7.336,0.4407,0.1193,10.54,3.351,11.03
1.601,-4.349,-4.85,-7.522,-6.343,4.109,-6.606,-4.742
-11.89,-1.371,-8.721,4.049,-0.4166,5.383,-1.373,0.8943
9.376,12.98,3.94,6.011,-1.414,8.326,-6.794,0.1245
7.611,6.873,9.385,6.59,-13.19,8.924,-12.69,-1.682
-10.09,-1.832,-8.2,0.8812,-0.21,1.737,-0.3906,1.804
5.138,7.607,0.873,3.975,-10.37,13.32,-7.659,-0.9156
-3.096,-0.08486,-1.687,4.43,-1.727,-10.01,-4.484,4.76
-1.729,-1.069,7.732,-3.459,-2.555,3.995,-8.59,-5.466
10.77,4.327,4.006,3.55,-3.241,9.587,-17.6,3.054
-9.53,2.473,-12.53,-0.8893,1.581,6.195,4.95,0.7233
4.239,7.124,6.503,3.378,-5.552,9.02,-13.84,4.021
2.762,-2.13,6.455,-6.275,1.576,-0.4119,-8.775,-12.26
9.806,4.618,8.903,5.511,-11.33,9.662,-12.39,3.264
3.268,-5.911,-1.042,1.77,-3.572,1.656,-4.445,-2.276
0.4261,-6.498,5.073,-2.24,-3.324,4.965,-4.876,-5.562
-7.551,-2.219,-4.138,6.218,-2.474,-9.84,-0.5502,1.851
4.885,6.747,1.405,3.262,-6.359,6.507,-6.74,3.359
1.401,-5.078,4.986,-7.537,0.75,-2.499,-11.16,-10.21
1.76,-2.545,7.068,-4.782,-3.039,4.715,-8.018,-1.063
-4.198,-5.977,-5.078,9.845,-0.6629,-4.275,-4.507,-3.442
-1.014,-8.527,3.117,-8.07,-7.08,-0.4239,-4.564,-9.536
3.63,1.212,-4.912,9.048,-1.155,-8.805,-1.519,-0.02507
-7.12,-1.34,-6.409,8.906,-5.58,-10.07,-8.443,0.5935
4.18,2.812,0.8745,4.761,-8.005,6.748,-11.08,2.829
0.06895,-2.466,2.078,-6.066,-10.6,5.519,-6.012,-11.17
4.815,-5.178,4.758,-4.553,0.4757,4.119,-8.442,-7.624
-4.067,-6.723,-8.618,2.486,1.59,1.78,3.513,7.23
-5.585,4.761,-8.976,1.556,1.477,1.463,3.516,4.16
-1.03,0.2351,-5.48,8.381,0.358,-4.698,-10.81,0.7236
-9.918,1.499,-6.285,1.89,1.301,3.553,-2.342,2.2
-1.08,-0.2465,2.348,-5.893,0.1543,3.637,-10.18,-2.605
4.276,7.391,4.017,3.329,-6.75,10.02,-10.73,2.055
0.9129,4.366,3.14,9.108,-4.618,8.331,-7.676,2.991
-2.796,-3.365,-1.696,1.383,0.002868,-6.441,-3.085,2.462
3.137,-4.574,3.94,0.456,-1.193,-1.545,-11.41,-8.3
